image_path,original_size,method,compressed_size,compression_ratio,compression_time,decompression_time,psnr,ssim
mountain-peaks/mountain-peaks_000043.png,104617,PNG_Lossless,357146,0.2929250222598041,0.02626514434814453,6.508827209472656e-05,inf,1.0
mountain-peaks/mountain-peaks_000043.png,104617,JPEG_Q85,65457,1.5982553432024076,0.0015492439270019531,3.981590270996094e-05,36.919322919912844,0.9978495825311475
mountain-peaks/mountain-peaks_000043.png,104617,Haar_T5.0,2097328,0.04988108679233768,0.011799097061157227,0.015474081039428711,8.628375753647394,0.0
mountain-peaks/mountain-peaks_000043.png,104617,DCT_Q50,1426554,0.07333546434274482,2.5863711833953857,3.238614082336426,28.862524334292942,0.9861234179017264
mountain-peaks/mountain-peaks_000744.png,43487,PNG_Lossless,193712,0.22449306186503676,0.02851104736328125,0.0002779960632324219,inf,1.0
mountain-peaks/mountain-peaks_000744.png,43487,JPEG_Q85,34653,1.254927423311113,0.0008921623229980469,4.100799560546875e-05,39.88097615077565,0.9959261205481381
mountain-peaks/mountain-peaks_000744.png,43487,Haar_T5.0,2097328,0.02073447739218663,0.010608911514282227,0.01529693603515625,16.84274143404983,0.44670427161387816
mountain-peaks/mountain-peaks_000744.png,43487,DCT_Q50,1426554,0.030483949433389834,2.6063051223754883,3.224729061126709,31.868100238291085,0.9734607127672776
mountain-peaks/mountain-peaks_000013.png,32931,PNG_Lossless,141323,0.2330193952859761,0.03828287124633789,0.00012636184692382812,inf,1.0
mountain-peaks/mountain-peaks_000013.png,32931,JPEG_Q85,20984,1.5693385436523066,0.0010328292846679688,7.414817810058594e-05,44.995080076879496,0.9986068475253097
mountain-peaks/mountain-peaks_000013.png,32931,Haar_T5.0,2097328,0.01570140674229305,0.011693954467773438,0.014122962951660156,16.707795769037954,0.17659918867770388
mountain-peaks/mountain-peaks_000013.png,32931,DCT_Q50,1426554,0.023084299647962853,2.6461188793182373,3.175835132598877,37.13690058579937,0.9914678358845466
mountain-peaks/mountain-peaks_000254.png,67096,PNG_Lossless,275887,0.24320102070775354,0.025543928146362305,5.793571472167969e-05,inf,1.0
mountain-peaks/mountain-peaks_000254.png,67096,JPEG_Q85,44200,1.5180090497737557,0.0009961128234863281,3.3855438232421875e-05,39.54185927275344,0.998960831541366
mountain-peaks/mountain-peaks_000254.png,67096,Haar_T5.0,2097328,0.03199118116002838,0.010351181030273438,0.013664960861206055,10.612140277271632,0.33695184388474636
mountain-peaks/mountain-peaks_000254.png,67096,DCT_Q50,1426554,0.0470336208794059,2.5879740715026855,3.2295429706573486,31.59344744799203,0.9935078825872767
mountain-peaks/mountain-peaks_000997.png,50811,PNG_Lossless,220916,0.23000144851436746,0.025207996368408203,7.104873657226562e-05,inf,1.0
mountain-peaks/mountain-peaks_000997.png,50811,JPEG_Q85,35939,1.413812293052116,0.0008749961853027344,3.409385681152344e-05,40.05279159187892,0.9988647590804198
mountain-peaks/mountain-peaks_000997.png,50811,Haar_T5.0,2097328,0.024226539673336742,0.011272907257080078,0.015055179595947266,10.289133691395252,0.1739308380366461
mountain-peaks/mountain-peaks_000997.png,50811,DCT_Q50,1222785,0.04155350286436291,2.2381319999694824,2.7716169357299805,31.937888312779165,0.9926278678223142
mountains/mountains_000091.png,54208,PNG_Lossless,107068,0.50629506481862,0.011499881744384766,5.2928924560546875e-05,inf,1.0
