method,baseline_accuracy,compressed_accuracy,accuracy_loss,baseline_same_category,compressed_same_category,same_category_loss,search_time,total_queries
PNG_Lossless,0.9,0.5,0.4,0.6333333333333333,0.34444444444444444,0.28888888888888886,0.00015592575073242188,10
JPEG_Q85,0.9,0.5,0.4,0.6333333333333333,0.34444444444444444,0.28888888888888886,0.0001430511474609375,10
Haar_T5.0,0.9,0.4,0.5,0.6333333333333333,0.36666666666666664,0.26666666666666666,0.00014591217041015625,10
DCT_Q50,0.9,0.6,0.30000000000000004,0.6333333333333333,0.3111111111111111,0.3222222222222222,0.00026798248291015625,10
